,FENIAN_STREET,CITY_QUAY,FITZWILLIAM_SQUARE_EAST,BROOKFIELD_ROAD,EMMET_ROAD,ROTHE_ABBEY,KING_STREET_NORTH,GREEK_STREET,WESTERN_WAY,CHARLEMONT_PLACE,PARKGATE_STREET,HIGH_STREET,HEUSTON_BRIDGE_(SOUTH),PORTOBELLO_HARBOUR,ECCLES_STREET_EAST,MERRION_SQUARE_EAST,SMITHFIELD,PORTOBELLO_ROAD,CUSTOM_HOUSE_QUAY,MERRION_SQUARE_WEST,HARDWICKE_PLACE,ST._STEPHEN'S_GREEN_EAST,MOLESWORTH_STREET,UPPER_SHERRARD_STREET,MOUNTJOY_SQUARE_WEST,LIME_STREET,EXCHEQUER_STREET,ORMOND_QUAY_UPPER,NEW_CENTRAL_BANK,DAME_STREET,PARNELL_SQUARE_NORTH,DEVERELL_PLACE,EARLSFORT_TERRACE,BOLTON_STREET,JAMES_STREET_EAST,ECCLES_STREET,CATHAL_BRUGHA_STREET,STRAND_STREET_GREAT,FITZWILLIAM_SQUARE_WEST,FOWNES_STREET_UPPER,HERBERT_STREET,PARNELL_STREET,ST._STEPHEN'S_GREEN_SOUTH,PEARSE_STREET,EXCISE_WALK,TALBOT_STREET,CUSTOM_HOUSE,GEORGES_QUAY,LEINSTER_STREET_SOUTH,WILTON_TERRACE,TOWNSEND_STREET,JERVIS_STREET,HEUSTON_STATION_(CENTRAL),SMITHFIELD_NORTH,KEVIN_STREET,NEWMAN_HOUSE,SANDWITH_STREET,MOUNT_STREET_LOWER,HANOVER_QUAY,CHRISTCHURCH_PLACE,SIR_PATRICK_DUN'S,GUILD_STREET,YORK_STREET_WEST,HARCOURT_TERRACE,YORK_STREET_EAST,ST_JAMES_HOSPITAL_(LUAS),CLONMEL_STREET,JOHN_STREET_WEST,JAMES_STREET,MARKET_STREET_SOUTH,MATER_HOSPITAL,CONVENTION_CENTRE,PRINCES_STREET_/_O'CONNELL_STREET,WOLFE_TONE_STREET,OLIVER_BOND_STREET,BARROW_STREET,HERBERT_PLACE,GRAND_CANAL_DOCK,DENMARK_STREET_GREAT,FRANCIS_STREET,NORTH_CIRCULAR_ROAD,THE_POINT,KILMAINHAM_LANE,BLESSINGTON_STREET,ROYAL_HOSPITAL,COLLINS_BARRACKS_MUSEUM,BLACKHALL_PLACE,KILMAINHAM_GAOL,HEUSTON_STATION_(CAR_PARK),BENSON_STREET,FREDERICK_STREET_SOUTH,SOUTH_DOCK_ROAD,ST._JAMES_HOSPITAL_(CENTRAL),HEUSTON_BRIDGE_(NORTH),MOUNT_BROWN,CHATHAM_STREET,GRANTHAM_STREET,GRATTAN_STREET,HARDWICKE_STREET,HATCH_STREET,GOLDEN_LANE
01:48:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,0,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,12,0,8
01:50:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,0,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,12,0,8
01:52:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,0,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,12,0,8
01:54:08,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,0,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,12,0,8
01:56:08,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,0,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,12,0,8
01:58:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,0,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,12,0,8
02:00:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,0,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,12,0,8
02:02:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,0,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,12,0,8
02:04:08,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,0,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,12,0,8
02:06:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,0,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,12,0,8
02:08:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,0,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:10:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,0,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:12:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,0,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:14:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:16:08,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:18:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:20:08,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:22:08,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:24:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:26:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:28:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:30:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:32:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:34:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:36:08,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:38:08,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:40:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:42:08,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:44:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:46:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:48:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,13,8,9,0,13,0,8
02:50:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,14,8,9,0,13,0,8
02:52:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,14,8,9,0,13,0,8
02:54:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,14,8,9,0,13,0,8
02:56:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,14,8,9,0,13,0,8
02:58:08,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,10,18,11,9,22,1,40,14,8,9,0,13,0,8
03:00:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:02:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:04:08,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:06:08,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:08:08,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:10:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:12:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:14:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:16:08,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:18:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:20:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:22:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:24:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:26:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:28:08,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:30:08,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:32:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:34:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:36:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:38:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:40:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,5,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:42:08,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,6,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:44:08,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,6,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
03:46:09,7,3,0,22,28,29,19,13,3,39,34,23,14,30,15,0,30,30,4,5,24,2,2,29,15,0,15,20,21,16,0,30,0,5,0,19,20,18,0,24,0,13,3,12,3,40,0,9,12,6,1,3,22,29,0,6,23,6,9,0,1,34,26,6,6,9,4,27,27,28,29,1,23,5,11,9,3,6,12,20,30,17,12,9,24,6,15,11,18,11,9,22,1,40,14,8,9,0,13,0,8
